city,town,road,,,
新竹縣,竹北市,新生街,6,4,238
新竹縣,竹北市,新光一街,6,4,239
新竹縣,竹北市,新光二街,6,4,240
新竹縣,竹北市,新光三街,6,4,241
新竹縣,竹北市,新光五街,6,4,242
新竹縣,竹北市,新光街,6,4,243
新竹縣,竹北市,新庄子,6,4,244
新竹縣,竹北市,新和路,6,4,245
新竹縣,竹北市,新社,6,4,246
新竹縣,竹北市,新泰路,6,4,247
新竹縣,竹北市,新國街,6,4,248
新竹縣,竹北市,新港一街,6,4,249
新竹縣,竹北市,新港二街,6,4,250
新竹縣,竹北市,新港三街一段,6,4,251
新竹縣,竹北市,新港三街二段,6,4,252
新竹縣,竹北市,新港五街一段,6,4,253
新竹縣,竹北市,新港五街二段,6,4,254
新竹縣,竹北市,新溪街,6,4,255
新竹縣,竹北市,新寮街,6,4,256
新竹縣,竹北市,新興一街,6,4,257
新竹縣,竹北市,新興路,6,4,258
新竹縣,竹北市,新環街,6,4,259
新竹縣,竹北市,新瀧一街,6,4,260
新竹縣,竹北市,新瀧二街,6,4,261
新竹縣,竹北市,新瀧三街,6,4,262
新竹縣,竹北市,溝貝,6,4,263
新竹縣,竹北市,溝貝街,6,4,264
新竹縣,竹北市,溪州路,6,4,265
新竹縣,竹北市,隘口,6,4,266
新竹縣,竹北市,隘口一街,6,4,267
新竹縣,竹北市,隘口七街,6,4,268
新竹縣,竹北市,隘口二路,6,4,269
新竹縣,竹北市,隘口八街,6,4,270
新竹縣,竹北市,隘口三街,6,4,271
新竹縣,竹北市,隘口五街,6,4,272
新竹縣,竹北市,隘口六街,6,4,273
新竹縣,竹北市,隘口老街,6,4,274
新竹縣,竹北市,嘉仁街,6,4,275
新竹縣,竹北市,嘉政一街,6,4,276
新竹縣,竹北市,嘉政七街,6,4,277
新竹縣,竹北市,嘉政九街,6,4,278
新竹縣,竹北市,嘉政二街,6,4,279
新竹縣,竹北市,嘉政八街,6,4,280
新竹縣,竹北市,嘉政十街,6,4,281
新竹縣,竹北市,嘉政三街,6,4,282
新竹縣,竹北市,嘉政五街,6,4,283
新竹縣,竹北市,嘉政六街,6,4,284
新竹縣,竹北市,嘉祥一街,6,4,285
新竹縣,竹北市,嘉祥三街,6,4,286
新竹縣,竹北市,嘉祥五路,6,4,287
新竹縣,竹北市,嘉勤北路,6,4,288
新竹縣,竹北市,嘉勤南路,6,4,289
新竹縣,竹北市,嘉德街,6,4,290
新竹縣,竹北市,嘉興一街,6,4,291
新竹縣,竹北市,嘉興二街,6,4,292
新竹縣,竹北市,嘉興三街,6,4,293
新竹縣,竹北市,嘉興五街,6,4,294
新竹縣,竹北市,嘉興路,6,4,295
新竹縣,竹北市,嘉豐一街,6,4,296
新竹縣,竹北市,嘉豐七街,6,4,297
新竹縣,竹北市,嘉豐九路,6,4,298
新竹縣,竹北市,嘉豐二街一段,6,4,299
新竹縣,竹北市,嘉豐二街二段,6,4,300
新竹縣,竹北市,嘉豐八街,6,4,301
新竹縣,竹北市,嘉豐十一路一段,6,4,302
新竹縣,竹北市,嘉豐十一路二段,6,4,303
新竹縣,竹北市,嘉豐十路,6,4,304
新竹縣,竹北市,嘉豐三街,6,4,305
新竹縣,竹北市,嘉豐五路一段,6,4,306
新竹縣,竹北市,嘉豐五路二段,6,4,307
新竹縣,竹北市,嘉豐六路一段,6,4,308
新竹縣,竹北市,嘉豐六路二段,6,4,309
新竹縣,竹北市,嘉豐北路,6,4,310
新竹縣,竹北市,嘉豐南路一段,6,4,311
新竹縣,竹北市,嘉豐南路二段,6,4,312
新竹縣,竹北市,漁寮,6,4,313
新竹縣,竹北市,漁寮街,6,4,314
新竹縣,竹北市,福竹街,6,4,315
新竹縣,竹北市,福德街,6,4,316
新竹縣,竹北市,福興一路,6,4,317
新竹縣,竹北市,福興東路一段,6,4,318
新竹縣,竹北市,福興東路二段,6,4,319
新竹縣,竹北市,福興路,6,4,320
新竹縣,竹北市,臺元一街,6,4,321
新竹縣,竹北市,臺元二街,6,4,322
新竹縣,竹北市,臺元街,6,4,323
新竹縣,竹北市,臺科路,6,4,324
新竹縣,竹北市,鳳岡路一段,6,4,325
新竹縣,竹北市,鳳岡路二段,6,4,326
新竹縣,竹北市,鳳岡路三段,6,4,327
新竹縣,竹北市,鳳岡路五段,6,4,328
新竹縣,竹北市,蓮花路,6,4,329
新竹縣,竹北市,縣政一街,6,4,330
新竹縣,竹北市,縣政七街,6,4,331
新竹縣,竹北市,縣政九路,6,4,332
新竹縣,竹北市,縣政九路南段,6,4,333
新竹縣,竹北市,縣政二十一街,6,4,334
新竹縣,竹北市,縣政二十路,6,4,335
新竹縣,竹北市,縣政二路,6,4,336
新竹縣,竹北市,縣政二路南段,6,4,337
新竹縣,竹北市,縣政八街,6,4,338
新竹縣,竹北市,縣政十一街,6,4,339
新竹縣,竹北市,縣政十七街,6,4,340
新竹縣,竹北市,縣政十九街,6,4,341
新竹縣,竹北市,縣政十二街,6,4,342
新竹縣,竹北市,縣政十八街,6,4,343
新竹縣,竹北市,縣政十三路,6,4,344
新竹縣,竹北市,縣政十六街,6,4,345
新竹縣,竹北市,縣政十四街,6,4,346
新竹縣,竹北市,縣政十街,6,4,347
新竹縣,竹北市,縣政三街,6,4,348
新竹縣,竹北市,縣政五街,6,4,349
新竹縣,竹北市,縣政六路,6,4,350
新竹縣,竹北市,縣華街,6,4,351
新竹縣,竹北市,興海街,6,4,352
新竹縣,竹北市,興隆路一段,6,4,353
新竹縣,竹北市,興隆路二段,6,4,354
新竹縣,竹北市,興隆路三段,6,4,355
新竹縣,竹北市,興隆路五段,6,4,356
新竹縣,竹北市,興學街,6,4,357
新竹縣,竹北市,環北路一段,6,4,358
新竹縣,竹北市,環北路二段,6,4,359
新竹縣,竹北市,環北路三段,6,4,360
新竹縣,竹北市,環北路五段,6,4,361
新竹縣,竹北市,環科一路,6,4,362
新竹縣,竹北市,聯發街,6,4,363
新竹縣,竹北市,聯興一街,6,4,364
新竹縣,竹北市,聯興二街,6,4,365
新竹縣,竹北市,聯興三街,6,4,366
新竹縣,竹北市,褔興路,6,4,367
新竹縣,竹北市,犂頭山下,6,4,368
新竹縣,竹北市,蔴園,6,4,369
新竹縣,竹東鎮,?河,6,5,1
新竹縣,竹東鎮,{沿}河街,6,5,2
新竹縣,竹東鎮,三民街,6,5,3
新竹縣,竹東鎮,三重一路,6,5,4
新竹縣,竹東鎮,三重埔,6,5,5
新竹縣,竹東鎮,三重路,6,5,6
新竹縣,竹東鎮,下員山路,6,5,7
新竹縣,竹東鎮,上坪,6,5,8
新竹縣,竹東鎮,大同路,6,5,9
新竹縣,竹東鎮,大明路,6,5,10
新竹縣,竹東鎮,大林路,6,5,11
新竹縣,竹東鎮,大鄉,6,5,12
新竹縣,竹東鎮,工研路,6,5,13
新竹縣,竹東鎮,工業一路,6,5,14
新竹縣,竹東鎮,工業二路,6,5,15
新竹縣,竹東鎮,中山路,6,5,16
新竹縣,竹東鎮,中央路,6,5,17
新竹縣,竹東鎮,中正南路,6,5,18
新竹縣,竹東鎮,中正路,6,5,19
新竹縣,竹東鎮,中和路,6,5,20
新竹縣,竹東鎮,中原街,6,5,21
新竹縣,竹東鎮,中興路,6,5,22
新竹縣,竹東鎮,中興路一段,6,5,23
新竹縣,竹東鎮,中興路二段,6,5,24
新竹縣,竹東鎮,中興路三段,6,5,25
新竹縣,竹東鎮,中興路四段,6,5,26
新竹縣,竹東鎮,中豐路一段,6,5,27
新竹縣,竹東鎮,中豐路二段,6,5,28
新竹縣,竹東鎮,中豐路三段,6,5,29
新竹縣,竹東鎮,五豐,6,5,30
新竹縣,竹東鎮,五豐一路,6,5,31
新竹縣,竹東鎮,五豐九莊,6,5,32
新竹縣,竹東鎮,五豐二路,6,5,33
新竹縣,竹東鎮,五豐八莊,6,5,34
新竹縣,竹東鎮,五豐三路,6,5,35
新竹縣,竹東鎮,五豐街,6,5,36
新竹縣,竹東鎮,仁愛路,6,5,37
新竹縣,竹東鎮,公園路,6,5,38
新竹縣,竹東鎮,公道路,6,5,39
新竹縣,竹東鎮,天津街,6,5,40
新竹縣,竹東鎮,太平路,6,5,41
新竹縣,竹東鎮,文林路,6,5,42
新竹縣,竹東鎮,水仙路,6,5,43
新竹縣,竹東鎮,水資路,6,5,44
新竹縣,竹東鎮,世界街,6,5,45
新竹縣,竹東鎮,北平路,6,5,46
新竹縣,竹東鎮,北岸,6,5,47
新竹縣,竹東鎮,北興路一段,6,5,48
新竹縣,竹東鎮,北興路二段,6,5,49
新竹縣,竹東鎮,北興路三段,6,5,50
新竹縣,竹東鎮,民生路,6,5,51
新竹縣,竹東鎮,民族路,6,5,52
新竹縣,竹東鎮,民德路,6,5,53
新竹縣,竹東鎮,民權路,6,5,54
新竹縣,竹東鎮,永康街,6,5,55
新竹縣,竹東鎮,生產街,6,5,56
新竹縣,竹東鎮,光明,6,5,57
新竹縣,竹東鎮,光明路,6,5,58
新竹縣,竹東鎮,光武街,6,5,59
新竹縣,竹東鎮,光復街,6,5,60
新竹縣,竹東鎮,安東路,6,5,61
新竹縣,竹東鎮,成功街,6,5,62
新竹縣,竹東鎮,竹中路,6,5,63
新竹縣,竹東鎮,竹東,6,5,64
新竹縣,竹東鎮,竹美路一段,6,5,65
新竹縣,竹東鎮,竹美路二段,6,5,66
新竹縣,竹東鎮,竹榮街,6,5,67
新竹縣,竹東鎮,自由街,6,5,68
新竹縣,竹東鎮,自強路,6,5,69
新竹縣,竹東鎮,至善路,6,5,70
新竹縣,竹東鎮,杞林路,6,5,71
新竹縣,竹東鎮,和平街,6,5,72
新竹縣,竹東鎮,和安街,6,5,73
新竹縣,竹東鎮,和江街,6,5,74
新竹縣,竹東鎮,和興街,6,5,75
新竹縣,竹東鎮,幸福一路,6,5,76
新竹縣,竹東鎮,幸福二路,6,5,77
新竹縣,竹東鎮,幸福三路,6,5,78
新竹縣,竹東鎮,幸福路,6,5,79
新竹縣,竹東鎮,忠孝街,6,5,80
新竹縣,竹東鎮,明星一路,6,5,81
新竹縣,竹東鎮,明星路,6,5,82
新竹縣,竹東鎮,東昇路,6,5,83
新竹縣,竹東鎮,東林路,6,5,84
新竹縣,竹東鎮,東峰路,6,5,85
新竹縣,竹東鎮,東富街,6,5,86
新竹縣,竹東鎮,東寧路一段,6,5,87
新竹縣,竹東鎮,東寧路二段,6,5,88
新竹縣,竹東鎮,東寧路三段,6,5,89
新竹縣,竹東鎮,東榮路,6,5,90
新竹縣,竹東鎮,林森路,6,5,91
新竹縣,竹東鎮,沿河街,6,5,92
新竹縣,竹東鎮,金福,6,5,93
新竹縣,竹東鎮,金福街,6,5,94
新竹縣,竹東鎮,長安路,6,5,95
新竹縣,竹東鎮,長春路一段,6,5,96
新竹縣,竹東鎮,長春路二段,6,5,97
新竹縣,竹東鎮,長春路三段,6,5,98
新竹縣,竹東鎮,信義路,6,5,99
新竹縣,竹東鎮,南寧路,6,5,100
新竹縣,竹東鎮,柯子湖,6,5,101
新竹縣,竹東鎮,柯湖路一段,6,5,102
新竹縣,竹東鎮,柯湖路二段,6,5,103
新竹縣,竹東鎮,柯湖路三段,6,5,104
新竹縣,竹東鎮,省中新村,6,5,105
新竹縣,竹東鎮,研究路,6,5,106
新竹縣,竹東鎮,科學路,6,5,107
新竹縣,竹東鎮,員山路,6,5,108
新竹縣,竹東鎮,員崠子,6,5,109
新竹縣,竹東鎮,健行路,6,5,110
新竹縣,竹東鎮,商華街,6,5,111
新竹縣,竹東鎮,康莊街,6,5,112
新竹縣,竹東鎮,康寧街,6,5,113
新竹縣,竹東鎮,莊敬路,6,5,114
新竹縣,竹東鎮,軟橋,6,5,115
新竹縣,竹東鎮,麻園肚,6,5,116
新竹縣,竹東鎮,勝利路,6,5,117
新竹縣,竹東鎮,博愛街,6,5,118
新竹縣,竹東鎮,富貴街,6,5,119
新竹縣,竹東鎮,富榮街,6,5,120
新竹縣,竹東鎮,復興街,6,5,121
新竹縣,竹東鎮,惠安街,6,5,122
新竹縣,竹東鎮,惠昌街,6,5,123
新竹縣,竹東鎮,敦睦街,6,5,124
新竹縣,竹東鎮,朝陽路,6,5,125
新竹縣,竹東鎮,華陽街,6,5,126
新竹縣,竹東鎮,雲南路,6,5,127
新竹縣,竹東鎮,新正路,6,5,128
新竹縣,竹東鎮,新民路,6,5,129
新竹縣,竹東鎮,新生路,6,5,130
新竹縣,竹東鎮,新興路,6,5,131
新竹縣,竹東鎮,瑞峰,6,5,132
新竹縣,竹東鎮,資源莊,6,5,133
新竹縣,竹東鎮,資源街,6,5,134
新竹縣,竹東鎮,榮華街,6,5,135
新竹縣,竹東鎮,榮樂街,6,5,136
新竹縣,竹東鎮,學府東路,6,5,137
新竹縣,竹東鎮,學府號,6,5,138
新竹縣,竹東鎮,學府路,6,5,139
新竹縣,竹東鎮,學前路,6,5,140
新竹縣,竹東鎮,興農街,6,5,141
新竹縣,竹東鎮,頭重埔,6,5,142
新竹縣,竹東鎮,頭重路,6,5,143
新竹縣,竹東鎮,燥樹排,6,5,144
新竹縣,竹東鎮,環山路,6,5,145
新竹縣,竹東鎮,荳子埔,6,5,146
新竹縣,芎林鄉,三民路,6,6,1
新竹縣,芎林鄉,下山,6,6,2
新竹縣,芎林鄉,上山,6,6,3
新竹縣,芎林鄉,山猪湖,6,6,4
新竹縣,芎林鄉,山湖,6,6,5
新竹縣,芎林鄉,中坑,6,6,6
新竹縣,芎林鄉,五和街,6,6,7
新竹縣,芎林鄉,五股林,6,6,8
新竹縣,芎林鄉,五座屋,6,6,9
新竹縣,芎林鄉,文山路,6,6,10
新竹縣,芎林鄉,文仁街,6,6,11
新竹縣,芎林鄉,文化街,6,6,12
新竹縣,芎林鄉,文正,6,6,13
新竹縣,芎林鄉,文忠街,6,6,14
新竹縣,芎林鄉,文昌街,6,6,15
新竹縣,芎林鄉,文昌路,6,6,16
新竹縣,芎林鄉,文明路,6,6,17
新竹縣,芎林鄉,文林村9鄰文山路,6,6,18
新竹縣,芎林鄉,文強街,6,6,19
新竹縣,芎林鄉,文盛街,6,6,20
新竹縣,芎林鄉,文富街,6,6,21
新竹縣,芎林鄉,文華街,6,6,22
新竹縣,芎林鄉,文福街,6,6,23
新竹縣,芎林鄉,文德一街,6,6,24
新竹縣,芎林鄉,文德七街,6,6,25
新竹縣,芎林鄉,文德二街,6,6,26
新竹縣,芎林鄉,文德五街,6,6,27
新竹縣,芎林鄉,文德六街,6,6,28
新竹縣,芎林鄉,文德路,6,6,29
新竹縣,芎林鄉,文衡路,6,6,30
新竹縣,芎林鄉,水坑,6,6,31
新竹縣,芎林鄉,王爺坑,6,6,32
新竹縣,芎林鄉,石壁潭,6,6,33
新竹縣,芎林鄉,光明一街,6,6,34
新竹縣,芎林鄉,光明二街,6,6,35
新竹縣,芎林鄉,光明三街,6,6,36
新竹縣,芎林鄉,光明五街,6,6,37
新竹縣,芎林鄉,光明六街,6,6,38
新竹縣,芎林鄉,光明街,6,6,39
新竹縣,芎林鄉,光明路,6,6,40
新竹縣,芎林鄉,光復一街,6,6,41
新竹縣,芎林鄉,光復二街,6,6,42
新竹縣,芎林鄉,光復街,6,6,43
新竹縣,芎林鄉,竹林路,6,6,44
新竹縣,芎林鄉,赤柯寮,6,6,45
新竹縣,芎林鄉,金獅九街,6,6,46
新竹縣,芎林鄉,金獅五街,6,6,47
新竹縣,芎林鄉,金獅六街,6,6,48
新竹縣,芎林鄉,柯子林,6,6,49
新竹縣,芎林鄉,倒別牛,6,6,50
新竹縣,芎林鄉,崁下,6,6,51
新竹縣,芎林鄉,紙寮窩,6,6,52
新竹縣,芎林鄉,鹿寮坑,6,6,53
新竹縣,芎林鄉,富林路一段,6,6,54
新竹縣,芎林鄉,富林路二段,6,6,55
新竹縣,芎林鄉,富林路三段,6,6,56
新竹縣,芎林鄉,嘉慶,6,6,57
新竹縣,芎林鄉,福昌街,6,6,58
新竹縣,芎林鄉,綠獅一街,6,6,59
新竹縣,芎林鄉,綠獅三街,6,6,60
新竹縣,芎林鄉,綠獅五街,6,6,61
新竹縣,芎林鄉,燥坑,6,6,62
新竹縣,峨眉鄉,11之,6,7,1
新竹縣,峨眉鄉,21之,6,7,2
新竹縣,峨眉鄉,十二寮,6,7,3
新竹縣,峨眉鄉,十五寮,6,7,4
新竹縣,峨眉鄉,十四寮,6,7,5
新竹縣,峨眉鄉,十寮坑,6,7,6
新竹縣,峨眉鄉,大同街,6,7,7
新竹縣,峨眉鄉,中山街,6,7,8
新竹縣,峨眉鄉,中興,6,7,9
新竹縣,峨眉鄉,六寮,6,7,10
新竹縣,峨眉鄉,太平街,6,7,11
新竹縣,峨眉鄉,文化街,6,7,12
新竹縣,峨眉鄉,水流東,6,7,13
新竹縣,峨眉鄉,四分子,6,7,14
新竹縣,峨眉鄉,石井,6,7,15
新竹縣,峨眉鄉,石硬子,6,7,16
新竹縣,峨眉鄉,成功街,6,7,17
新竹縣,峨眉鄉,西河排,6,7,18
新竹縣,峨眉鄉,快樂路,6,7,19
新竹縣,峨眉鄉,赤柯山,6,7,20
新竹縣,峨眉鄉,赤柯坪,6,7,21
新竹縣,峨眉鄉,忠義街,6,7,22
新竹縣,峨眉鄉,河背,6,7,23
新竹縣,峨眉鄉,社寮坑,6,7,24
新竹縣,峨眉鄉,峨眉,6,7,25
新竹縣,峨眉鄉,峨眉街,6,7,26
新竹縣,峨眉鄉,梯子桄,6,7,27
新竹縣,峨眉鄉,富農新邨,6,7,28
新竹縣,峨眉鄉,富興,6,7,29
新竹縣,峨眉鄉,富興頭,6,7,30
新竹縣,峨眉鄉,湖農新邨,6,7,31
新竹縣,峨眉鄉,獅山街,6,7,32
新竹縣,峨眉鄉,藤坪,6,7,33
新竹縣,峨眉鄉,焿寮坑,6,7,34
新竹縣,湖口鄉,八德路一段,6,8,1
新竹縣,湖口鄉,八德路二段,6,8,2
新竹縣,湖口鄉,八德路三段,6,8,3
新竹縣,湖口鄉,力行街,6,8,4
新竹縣,湖口鄉,力街街,6,8,5
新竹縣,湖口鄉,三元路一段,6,8,6
新竹縣,湖口鄉,三元路二段,6,8,7
新竹縣,湖口鄉,三民一路,6,8,8
新竹縣,湖口鄉,三民二路,6,8,9
新竹縣,湖口鄉,三民南路,6,8,10
新竹縣,湖口鄉,三民路,6,8,11
新竹縣,湖口鄉,三明街,6,8,12
新竹縣,湖口鄉,下北勢,6,8,13
新竹縣,湖口鄉,上北勢,6,8,14
新竹縣,湖口鄉,上番子湖,6,8,15
新竹縣,湖口鄉,千湖路,6,8,16
新竹縣,湖口鄉,千禧路,6,8,17
新竹縣,湖口鄉,大同路,6,8,18
新竹縣,湖口鄉,大勇路,6,8,19
新竹縣,湖口鄉,大智路,6,8,20
新竹縣,湖口鄉,大湖家園,6,8,21
新竹縣,湖口鄉,大湖路,6,8,22
新竹縣,湖口鄉,大愛街,6,8,23
新竹縣,湖口鄉,山葉路,6,8,24
新竹縣,湖口鄉,工業一路,6,8,25
新竹縣,湖口鄉,工業二路,6,8,26
新竹縣,湖口鄉,工業三路,6,8,27
新竹縣,湖口鄉,工業五路,6,8,28
新竹縣,湖口鄉,工業四路,6,8,29
新竹縣,湖口鄉,中山一街,6,8,30
新竹縣,湖口鄉,中山二街,6,8,31
新竹縣,湖口鄉,中山三街,6,8,32
新竹縣,湖口鄉,中山五街,6,8,33
新竹縣,湖口鄉,中山路,6,8,34
新竹縣,湖口鄉,中山路一段,6,8,35
新竹縣,湖口鄉,中山路二段,6,8,36
新竹縣,湖口鄉,中山路三段,6,8,37
新竹縣,湖口鄉,中山路中山路二段,6,8,38
新竹縣,湖口鄉,中北勢,6,8,39
新竹縣,湖口鄉,中央街,6,8,40
新竹縣,湖口鄉,中平路一段,6,8,41
新竹縣,湖口鄉,中平路二段,6,8,42
新竹縣,湖口鄉,中正一街,6,8,43
新竹縣,湖口鄉,中正七街,6,8,44
新竹縣,湖口鄉,中正二路,6,8,45
新竹縣,湖口鄉,中正三街,6,8,46
新竹縣,湖口鄉,中正五街,6,8,47
新竹縣,湖口鄉,中正六街,6,8,48
新竹縣,湖口鄉,中正路,6,8,49
新竹縣,湖口鄉,中正路?段,6,8,50
新竹縣,湖口鄉,中正路一段,6,8,51
新竹縣,湖口鄉,中正路二段,6,8,52
新竹縣,湖口鄉,中正路三段,6,8,53
新竹縣,湖口鄉,中民街,6,8,54
新竹縣,湖口鄉,中民路,6,8,55
新竹縣,湖口鄉,中成路,6,8,56
新竹縣,湖口鄉,中和街,6,8,57
新竹縣,湖口鄉,中美西路,6,8,58
新竹縣,湖口鄉,中美東路,6,8,59
新竹縣,湖口鄉,中美路,6,8,60
新竹縣,湖口鄉,中湖路,6,8,61
新竹縣,湖口鄉,中番子湖,6,8,62
新竹縣,湖口鄉,中華路,6,8,63
新竹縣,湖口鄉,中愛路,6,8,64
新竹縣,湖口鄉,中興,6,8,65
新竹縣,湖口鄉,中興一巷,6,8,66
新竹縣,湖口鄉,中興二巷,6,8,67
新竹縣,湖口鄉,中興三巷,6,8,68
新竹縣,湖口鄉,中興四巷,6,8,69
新竹縣,湖口鄉,中興街,6,8,70
新竹縣,湖口鄉,仁和路,6,8,71
新竹縣,湖口鄉,仁政路,6,8,72
新竹縣,湖口鄉,仁愛路,6,8,73
新竹縣,湖口鄉,仁義路,6,8,74
新竹縣,湖口鄉,仁德路,6,8,75
新竹縣,湖口鄉,仁樂路,6,8,76
新竹縣,湖口鄉,仁興路,6,8,77
新竹縣,湖口鄉,介壽街,6,8,78
新竹縣,湖口鄉,天津一街,6,8,79
新竹縣,湖口鄉,天津二街,6,8,80
新竹縣,湖口鄉,天津三街,6,8,81
新竹縣,湖口鄉,天津五街,6,8,82
新竹縣,湖口鄉,天津四街,6,8,83
新竹縣,湖口鄉,文化路,6,8,84
新竹縣,湖口鄉,王爺壟,6,8,85
新竹縣,湖口鄉,北湖路,6,8,86
新竹縣,湖口鄉,北窩,6,8,87
新竹縣,湖口鄉,北窩路,6,8,88
新竹縣,湖口鄉,四湖尾,6,8,89
新竹縣,湖口鄉,四腳亭,6,8,90
新竹縣,湖口鄉,四維路,6,8,91
新竹縣,湖口鄉,民生街,6,8,92
新竹縣,湖口鄉,民享街,6,8,93
新竹縣,湖口鄉,民和街,6,8,94
新竹縣,湖口鄉,民族街,6,8,95
新竹縣,湖口鄉,民富街,6,8,96
新竹縣,湖口鄉,民善路,6,8,97
新竹縣,湖口鄉,民權街,6,8,98
新竹縣,湖口鄉,永安街,6,8,99
新竹縣,湖口鄉,永順街,6,8,100
新竹縣,湖口鄉,汀州街,6,8,101
新竹縣,湖口鄉,光明街,6,8,102
新竹縣,湖口鄉,光復北路,6,8,103
新竹縣,湖口鄉,光復東路,6,8,104
新竹縣,湖口鄉,光復南路,6,8,105
新竹縣,湖口鄉,光復路,6,8,106
新竹縣,湖口鄉,光華路,6,8,107
新竹縣,湖口鄉,再興路,6,8,108
新竹縣,湖口鄉,吉安一巷,6,8,109
新竹縣,湖口鄉,吉安二巷,6,8,110
新竹縣,湖口鄉,吉安街,6,8,111
新竹縣,湖口鄉,吉利一街,6,8,112
新竹縣,湖口鄉,吉利二街,6,8,113
新竹縣,湖口鄉,吉祥街,6,8,114
新竹縣,湖口鄉,安宅一街,6,8,115
新竹縣,湖口鄉,安宅七街,6,8,116
新竹縣,湖口鄉,安宅九街,6,8,117
新竹縣,湖口鄉,安宅二街,6,8,118
新竹縣,湖口鄉,安宅八街,6,8,119
新竹縣,湖口鄉,安宅十街,6,8,120
新竹縣,湖口鄉,安宅三街,6,8,121
新竹縣,湖口鄉,安宅五街,6,8,122
新竹縣,湖口鄉,安宅六街,6,8,123
新竹縣,湖口鄉,安宅四街,6,8,124
新竹縣,湖口鄉,成功,6,8,125
新竹縣,湖口鄉,成功路,6,8,126
新竹縣,湖口鄉,成名街,6,8,127
新竹縣,湖口鄉,成德路,6,8,128
新竹縣,湖口鄉,羊喜窩,6,8,129
新竹縣,湖口鄉,自強路,6,8,130
新竹縣,湖口鄉,吳厝,6,8,131
新竹縣,湖口鄉,吳厝路,6,8,132
新竹縣,湖口鄉,和平巷,6,8,133
新竹縣,湖口鄉,和愛路,6,8,134
新竹縣,湖口鄉,和興,6,8,135
新竹縣,湖口鄉,和興路,6,8,136
新竹縣,湖口鄉,和豐路,6,8,137
新竹縣,湖口鄉,忠孝路,6,8,138
新竹縣,湖口鄉,忠義路一段,6,8,139
新竹縣,湖口鄉,忠義路二段,6,8,140
新竹縣,湖口鄉,明科街,6,8,141
新竹縣,湖口鄉,明新街,6,8,142
新竹縣,湖口鄉,明德街,6,8,143
新竹縣,湖口鄉,明德路,6,8,144
新竹縣,湖口鄉,明賢路,6,8,145
新竹縣,湖口鄉,明豐路,6,8,146
新竹縣,湖口鄉,東成街,6,8,147
新竹縣,湖口鄉,東和路,6,8,148
新竹縣,湖口鄉,東楊路,6,8,149
新竹縣,湖口鄉,松江一街,6,8,150
新竹縣,湖口鄉,松江二街,6,8,151
新竹縣,湖口鄉,松江三街,6,8,152
新竹縣,湖口鄉,波羅汶,6,8,153
新竹縣,湖口鄉,狗頭,6,8,154
新竹縣,湖口鄉,金城街,6,8,155
新竹縣,湖口鄉,長安路,6,8,156
新竹縣,湖口鄉,長青路,6,8,157
新竹縣,湖口鄉,長威一街,6,8,158
新竹縣,湖口鄉,長威二街,6,8,159
新竹縣,湖口鄉,長威三街,6,8,160
新竹縣,湖口鄉,長春路,6,8,161
新竹縣,湖口鄉,長泰路,6,8,162
新竹縣,湖口鄉,長富路一段,6,8,163
新竹縣,湖口鄉,長富路二段,6,8,164
新竹縣,湖口鄉,長興,6,8,165
新竹縣,湖口鄉,長興路,6,8,166
新竹縣,湖口鄉,長嶺路,6,8,167
新竹縣,湖口鄉,信全街,6,8,168
新竹縣,湖口鄉,信昌一街,6,8,169
新竹縣,湖口鄉,信昌七街,6,8,170
新竹縣,湖口鄉,信昌九街,6,8,171
新竹縣,湖口鄉,信昌二街,6,8,172
新竹縣,湖口鄉,信昌八街,6,8,173
新竹縣,湖口鄉,信昌三街,6,8,174
新竹縣,湖口鄉,信昌五街,6,8,175
新竹縣,湖口鄉,信昌六街,6,8,176
新竹縣,湖口鄉,信昌街,6,8,177
新竹縣,湖口鄉,信湖路,6,8,178
新竹縣,湖口鄉,信義街,6,8,179
新竹縣,湖口鄉,信德路,6,8,180
新竹縣,湖口鄉,信興路,6,8,181
新竹縣,湖口鄉,南和路,6,8,182
新竹縣,湖口鄉,南勢,6,8,183
新竹縣,湖口鄉,南窩,6,8,184
新竹縣,湖口鄉,南窩路,6,8,185
新竹縣,湖口鄉,建國街,6,8,186
新竹縣,湖口鄉,美之城,6,8,187
新竹縣,湖口鄉,美城路,6,8,188
新竹縣,湖口鄉,埔心,6,8,189
新竹縣,湖口鄉,乾興路,6,8,190
新竹縣,湖口鄉,健康街,6,8,191
新竹縣,湖口鄉,國光街,6,8,192
新竹縣,湖口鄉,國泰街,6,8,193
新竹縣,湖口鄉,國強街,6,8,194
新竹縣,湖口鄉,國華街,6,8,195
新竹縣,湖口鄉,國慶街,6,8,196
新竹縣,湖口鄉,崩坡下,6,8,197
新竹縣,湖口鄉,崩坡缺,6,8,198
新竹縣,湖口鄉,崩波缺,6,8,199
新竹縣,湖口鄉,望高樓,6,8,200
新竹縣,湖口鄉,祥喜?,6,8,201
新竹縣,湖口鄉,祥喜路,6,8,202
新竹縣,湖口鄉,莊敬路,6,8,203
新竹縣,湖口鄉,勝利路一段,6,8,204
新竹縣,湖口鄉,勝利路二段,6,8,205
新竹縣,湖口鄉,富貴家園,6,8,206
新竹縣,湖口鄉,復興路,6,8,207
新竹縣,湖口鄉,晴園,6,8,208
新竹縣,湖口鄉,湖口,6,8,209
新竹縣,湖口鄉,湖口老街,6,8,210
